session_id,user_id,trip_id,session_start,session_end,page_clicks,flight_discount,flight_discount_amount,hotel_discount,hotel_discount_amount,flight_booked,hotel_booked,cancellation,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,origin_airport,destination,destination_airport,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,destination_airport_lat,destination_airport_lon,base_fare_usd,hotel_name,nights,rooms,check_in_time,check_out_time,hotel_price_per_room_night_usd
569754-9f31c6b990b44673bf60c0d78ac95fa6,569754,null,2023-02-22T14:23:00.000Z,2023-02-22T14:23:21.000Z,3,false,null,false,null,false,false,false,1985-07-21T00:00:00.000Z,F,true,false,usa,akron,AKR,41.038,-81.467,2023-02-03T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
580460-47c4a8224d2d4697856e2a242156b657,580460,null,2023-05-06T17:55:00.000Z,2023-05-06T17:55:39.000Z,5,true,0.15,false,null,false,false,false,1981-06-15T00:00:00.000Z,F,false,true,usa,colorado springs,COS,38.806,-104.7,2023-02-08T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
511757-def23ac7207e4f6cab472befb9cbae24,511757,null,2023-03-11T19:00:00.000Z,2023-03-11T19:00:39.000Z,5,false,null,false,null,false,false,false,1960-02-10T00:00:00.000Z,F,true,true,usa,san francisco,SFO,37.619,-122.375,2023-01-05T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
530514-70459190b6d74e84a90460e2732ac662,530514,null,2023-06-01T02:25:00.000Z,2023-06-01T02:26:00.000Z,8,false,null,true,0.05,false,false,false,1971-05-18T00:00:00.000Z,F,true,true,usa,san francisco,SFO,37.619,-122.375,2023-01-14T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
546587-d819cfaeb5d34fd6be9ee780073abcb6,546587,null,2023-03-11T13:58:00.000Z,2023-03-11T13:58:22.000Z,3,false,null,true,0.1,false,false,false,1983-03-01T00:00:00.000Z,F,true,false,usa,new york,LGA,40.777,-73.872,2023-01-22T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
614033-996c1e1c2f20435297896be6accb73d2,614033,null,2023-03-08T17:14:00.000Z,2023-03-08T17:14:31.000Z,4,false,null,false,null,false,false,false,1985-03-01T00:00:00.000Z,F,false,false,usa,honolulu,HNL,21.316,-157.927,2023-02-23T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
630267-58e85472f5ba4ba782f34f9aa9244cba,630267,null,2023-03-09T19:33:00.000Z,2023-03-09T19:36:55.000Z,32,false,null,false,null,false,false,false,2005-09-11T00:00:00.000Z,F,false,true,usa,corpus christi,CRP,27.77,-97.501,2023-03-02T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
636966-3781f0e7181e4f3f8296f6d25941b31f,636966,null,2023-03-05T20:41:00.000Z,2023-03-05T20:41:23.000Z,3,false,null,false,null,false,false,false,1987-10-25T00:00:00.000Z,F,false,false,usa,new york,JFK,40.64,-73.779,2023-03-05T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
517219-e94b0f268b7649ef98d90ad06f0e84f7,517219,null,2023-03-28T17:48:00.000Z,2023-03-28T17:52:26.000Z,36,false,null,false,null,false,false,false,2001-09-13T00:00:00.000Z,F,false,false,usa,boston,BOS,42.364,-71.005,2023-01-08T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
520175-4ff950cd9750493d8cf94e45a12fe4fd,520175,null,2023-03-22T09:20:00.000Z,2023-03-22T09:20:23.000Z,3,false,null,false,null,false,false,false,1971-12-13T00:00:00.000Z,F,false,false,usa,atlanta,ATL,33.64,-84.427,2023-01-09T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
521062-7399bb6f2ba648ec850f3279d026d74f,521062,null,2023-03-03T15:17:00.000Z,2023-03-03T15:18:27.000Z,12,false,null,false,null,false,false,false,1964-03-22T00:00:00.000Z,F,true,false,usa,little rock,LIT,34.729,-92.224,2023-01-10T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
548988-f4f8f362722a4069945b3a40bc1798a2,548988,null,2023-05-14T18:29:00.000Z,2023-05-14T18:29:30.000Z,4,false,null,false,null,false,false,false,1975-09-20T00:00:00.000Z,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-23T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
626067-9d8f92edf63b4db9a0c80a79839f5bb1,626067,null,2023-03-06T19:27:00.000Z,2023-03-06T19:27:47.000Z,6,false,null,false,null,false,false,false,2004-07-13T00:00:00.000Z,F,false,false,usa,long beach,LGB,33.818,-118.151,2023-02-28T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
515529-d200a09bed4c4608b6f81d3880b9dcd1,515529,null,2023-02-24T18:15:00.000Z,2023-02-24T18:17:04.000Z,17,false,null,false,null,false,false,false,1980-05-01T00:00:00.000Z,F,true,true,usa,richmond,RIC,37.505,-77.319,2023-01-07T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
521663-bba721f1a56f4ab3a4938cbf644f2879,521663,null,2023-03-11T11:13:00.000Z,2023-03-11T11:18:45.000Z,46,false,null,false,null,false,false,false,1989-10-27T00:00:00.000Z,M,false,false,usa,san francisco,SFO,37.619,-122.375,2023-01-10T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
555083-84fa764a34ed43beadc733c3787c75e2,555083,null,2023-05-28T19:55:00.000Z,2023-05-28T19:55:31.000Z,4,false,null,false,null,false,false,false,1965-06-16T00:00:00.000Z,F,true,true,usa,louisville,LOU,38.228,-85.664,2023-01-26T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
514208-22721cb47cf3422d91932f68a431f760,514208,null,2023-01-06T21:45:00.000Z,2023-01-06T21:45:31.000Z,4,false,null,false,null,false,false,false,1985-12-28T00:00:00.000Z,F,false,true,usa,portland,PWM,43.646,-70.309,2023-01-06T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
521392-47199441a3214c768c8e6a8ab70d17df,521392,null,2023-03-25T12:46:00.000Z,2023-03-25T12:46:52.000Z,7,false,null,false,null,false,false,false,1983-11-22T00:00:00.000Z,F,true,false,usa,chicago,MDW,41.786,-87.752,2023-01-10T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
547483-efe01f4330e34e768eaa1fa52345fe80,547483,null,2023-02-10T19:10:00.000Z,2023-02-10T19:12:10.000Z,18,false,null,true,0.05,false,false,false,1989-03-17T00:00:00.000Z,F,false,true,usa,new york,LGA,40.777,-73.872,2023-01-23T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
591433-72de0228cfe64f93a02fbd5de4f9c696,591433,null,2023-05-01T23:44:00.000Z,2023-05-01T23:44:46.000Z,6,false,null,false,null,false,false,false,1988-03-28T00:00:00.000Z,F,false,false,usa,dallas,DAL,32.847,-96.852,2023-02-13T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
593401-8229bc919452436ea68200d60f9a78a8,593401,null,2023-03-20T19:47:00.000Z,2023-03-20T19:48:53.000Z,15,false,null,false,null,false,false,false,1985-08-22T00:00:00.000Z,F,false,false,usa,tallahassee,TLH,30.396,-84.35,2023-02-14T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
533411-aa62d566e9e34bd78c866e5c51a4a2d8,533411,null,2023-02-28T21:21:00.000Z,2023-02-28T21:21:15.000Z,2,true,0.1,false,null,false,false,false,1988-08-21T00:00:00.000Z,F,false,false,usa,new york,JFK,40.64,-73.779,2023-01-16T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
536039-b1817b0d526943778a343f775e698367,536039,null,2023-04-30T17:44:00.000Z,2023-04-30T17:45:31.000Z,12,true,0.15,true,0.1,false,false,false,1987-11-07T00:00:00.000Z,F,false,true,usa,norfolk,NGU,36.938,-76.289,2023-01-17T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
568182-fdfd847fe2de40ed891ea08c77cae373,568182,null,2023-02-04T17:01:00.000Z,2023-02-04T17:02:15.000Z,10,false,null,false,null,false,false,false,1985-12-07T00:00:00.000Z,F,false,true,usa,jacksonville,JAX,30.494,-81.688,2023-02-02T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
610280-992c0c0e05314c9384783a8c5981c304,610280,null,2023-05-05T17:16:00.000Z,2023-05-05T17:16:45.000Z,6,true,0.05,true,0.15,false,false,false,1965-10-20T00:00:00.000Z,F,true,true,canada,toronto,YKZ,43.862,-79.37,2023-02-21T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
523546-889322118bb74c81aae987d4969b2f37,523546,null,2023-03-09T11:32:00.000Z,2023-03-09T11:32:32.000Z,4,false,null,true,0.1,false,false,false,1965-04-12T00:00:00.000Z,M,false,true,usa,austin,AUS,30.194,-97.67,2023-01-11T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
553245-b1ef49a0a6334d0caaa80d974bde4dbe,553245,null,2023-02-03T16:19:00.000Z,2023-02-03T16:19:36.000Z,5,false,null,false,null,false,false,false,1997-12-28T00:00:00.000Z,M,false,true,usa,norfolk,ORF,36.894,-76.201,2023-01-26T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
553559-7151dca976084f0abe7488284fe4483b,553559,null,2023-02-15T18:23:00.000Z,2023-02-15T18:23:48.000Z,7,false,null,false,null,false,false,false,2003-05-18T00:00:00.000Z,F,false,true,usa,los angeles,LAX,33.942,-118.408,2023-01-26T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
561707-6e800f007b7548ceb5a62034a12227b9,561707,null,2023-02-01T22:04:00.000Z,2023-02-01T22:05:32.000Z,12,false,null,false,null,false,false,false,1982-05-22T00:00:00.000Z,F,true,true,usa,san jose,SJC,37.362,-121.929,2023-01-30T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
581527-931f9c2923d8421e950df31e1b7975a1,581527,null,2023-02-28T20:51:00.000Z,2023-02-28T20:51:23.000Z,3,false,null,true,0.15,false,false,false,1986-09-01T00:00:00.000Z,F,true,false,usa,san antonio,SAT,29.534,-98.47,2023-02-08T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
600833-60a16e6135a1485fa9d8b78348c74593,600833,null,2023-05-09T13:51:00.000Z,2023-05-09T13:52:00.000Z,8,false,null,false,null,false,false,false,1952-01-01T00:00:00.000Z,F,true,false,usa,san diego,SAN,32.733,-117.189,2023-02-17T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
610905-3df87e7dae684ef5b2c05dbecd6c4831,610905,null,2023-03-04T22:11:00.000Z,2023-03-04T22:12:48.000Z,14,false,null,false,null,false,false,false,1944-10-17T00:00:00.000Z,F,true,false,usa,san antonio,RND,29.529,-98.279,2023-02-21T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
514931-e8cc0c2dd78440cfb5b28191b3348663,514931,null,2023-04-08T11:34:00.000Z,2023-04-08T11:34:30.000Z,4,false,null,false,null,false,false,false,2006-09-01T00:00:00.000Z,F,false,false,usa,baton rouge,BTR,30.533,-91.149,2023-01-07T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
549800-321de01e5eda4bcf87aa2f2d9a41a232,549800,null,2023-02-24T20:54:00.000Z,2023-02-24T20:55:38.000Z,13,false,null,false,null,false,false,false,1984-04-22T00:00:00.000Z,F,true,true,usa,knoxville,TYS,35.812,-83.993,2023-01-24T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
599790-ffc20cccf25e4b1eaf22afa8004d4cfc,599790,null,2023-02-28T15:39:00.000Z,2023-02-28T15:39:51.000Z,7,true,0.1,false,null,false,false,false,1967-07-23T00:00:00.000Z,F,false,false,usa,new york,JFK,40.64,-73.779,2023-02-17T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
523073-9bf6835dbb2b4d75b99066a191b99d94,523073,null,2023-02-24T08:19:00.000Z,2023-02-24T08:19:37.000Z,5,false,null,false,null,false,false,false,1988-08-11T00:00:00.000Z,F,true,true,usa,orlando,MCO,28.429,-81.316,2023-01-11T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
574134-fb8a854ffdfa46d792587caf586f92a9,574134,null,2023-02-06T12:09:00.000Z,2023-02-06T12:09:31.000Z,4,false,null,false,null,false,false,false,1981-02-22T00:00:00.000Z,F,true,false,usa,houston,HOU,29.645,-95.279,2023-02-05T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
581901-1f89d9c96dac4650b8e507a000813a1d,581901,null,2023-02-12T15:01:00.000Z,2023-02-12T15:01:15.000Z,2,false,null,false,null,false,false,false,1970-06-12T00:00:00.000Z,F,true,false,usa,new orleans,NBG,29.825,-90.035,2023-02-08T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
547663-c49d2c78f23f4866bb659d43535d2d0f,547663,null,2023-01-29T16:43:00.000Z,2023-01-29T16:44:10.000Z,9,false,null,false,null,false,false,false,1979-11-24T00:00:00.000Z,F,false,false,canada,london,YXU,43.036,-81.154,2023-01-23T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
608860-9fd708a45287470d912abcc6294e3643,608860,null,2023-02-27T01:38:00.000Z,2023-02-27T01:41:27.000Z,28,false,null,false,null,false,false,false,1979-12-24T00:00:00.000Z,F,false,false,usa,san antonio,RND,29.529,-98.279,2023-02-20T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
590123-eb0e87d42e87450b8ec9bbfafec05bad,590123,null,2023-02-27T07:15:00.000Z,2023-02-27T07:17:00.000Z,16,false,null,false,null,false,false,false,1964-07-09T00:00:00.000Z,F,true,false,usa,minneapolis,MSP,44.88,-93.217,2023-02-12T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
616470-bb111177bda94162a2dd69076a9914e1,616470,null,2023-05-20T19:20:00.000Z,2023-05-20T19:20:52.000Z,7,false,null,false,null,false,false,false,1992-11-24T00:00:00.000Z,F,true,false,usa,san diego,NZY,32.699,-117.215,2023-02-24T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
516283-04c0ff7ed60144b9b1c6fdd414c9f8ae,516283,null,2023-03-03T13:29:00.000Z,2023-03-03T13:30:55.000Z,15,true,0.15,false,null,false,false,false,1999-10-13T00:00:00.000Z,M,true,true,usa,phoenix,PHX,33.434,-112.008,2023-01-07T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
543339-9e49013f46dc48f294a229193809d186,543339,null,2023-05-10T13:34:00.000Z,2023-05-10T13:35:17.000Z,10,false,null,false,null,false,false,false,1996-03-26T00:00:00.000Z,F,false,false,canada,montreal,YMX,45.68,-74.039,2023-01-21T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
555180-97ed120a083148d098e32e1c49276f46,555180,null,2023-05-02T20:36:00.000Z,2023-05-02T20:37:51.000Z,15,true,0.25,true,0.15,false,false,false,1979-10-10T00:00:00.000Z,F,true,true,usa,houston,IAH,29.98,-95.34,2023-01-27T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
563012-936e084f4ebd4a098ea01ae1ef03ed95,563012,null,2023-02-06T17:26:00.000Z,2023-02-06T17:29:56.000Z,32,false,null,false,null,false,false,false,1999-08-05T00:00:00.000Z,F,false,false,usa,chicago,ORD,41.979,-87.904,2023-01-30T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
578947-46a233b342f14a2b9c74a26244b6c42e,578947,null,2023-02-27T20:04:00.000Z,2023-02-27T20:04:32.000Z,4,true,0.1,false,null,false,false,false,1975-10-19T00:00:00.000Z,F,true,true,usa,el paso,BIF,31.849,-106.38,2023-02-07T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
582002-dca095e1469f4a979dc9acc7c2385407,582002,null,2023-02-12T18:51:00.000Z,2023-02-12T18:54:37.000Z,29,true,0.2,false,null,false,false,false,2006-05-24T00:00:00.000Z,F,false,false,usa,tulsa,TUL,36.198,-95.888,2023-02-08T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
583764-4cae8e9a8a794c82b97b940a81e89451,583764,null,2023-05-13T18:47:00.000Z,2023-05-13T18:47:47.000Z,6,false,null,false,null,false,false,false,1979-08-21T00:00:00.000Z,F,false,true,usa,honolulu,HNL,21.316,-157.927,2023-02-09T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
632631-bb21af3614fd427b87cd49edae3cbdd9,632631,null,2023-05-18T18:10:00.000Z,2023-05-18T18:10:38.000Z,5,false,null,false,null,false,false,false,1982-06-12T00:00:00.000Z,F,false,false,usa,tulsa,TUL,36.198,-95.888,2023-03-03T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
522738-2f825a44400a45a4b34819052ff91180,522738,null,2023-02-21T14:42:00.000Z,2023-02-21T14:42:22.000Z,3,true,0.15,true,0.05,false,false,false,1983-11-04T00:00:00.000Z,F,false,false,usa,chicago,UGN,42.422,-87.868,2023-01-10T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
534608-e54f24f83ebc4e52baf1c276cf5e7481,534608,null,2023-03-18T09:04:00.000Z,2023-03-18T09:04:39.000Z,5,false,null,true,0.1,false,false,false,1987-03-20T00:00:00.000Z,F,true,false,usa,baton rouge,BTR,30.533,-91.149,2023-01-16T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
537860-12f29fb7567044439e3fd4204b1525bd,537860,null,2023-02-17T21:34:00.000Z,2023-02-17T21:35:43.000Z,14,false,null,false,null,false,false,false,1996-07-03T00:00:00.000Z,F,false,false,usa,des moines,DSM,41.534,-93.663,2023-01-18T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
616734-909f399f2e8d45b58308aec235507efd,616734,null,2023-03-03T08:02:00.000Z,2023-03-03T08:03:29.000Z,12,false,null,false,null,false,false,false,1998-02-26T00:00:00.000Z,F,false,false,usa,san francisco,SFO,37.619,-122.375,2023-02-24T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
522585-1587c0dccb054432bc3dbed9f044b972,522585,null,2023-04-24T17:56:00.000Z,2023-04-24T17:59:56.000Z,31,false,null,false,null,false,false,false,1982-12-07T00:00:00.000Z,M,true,true,canada,edmonton,YED,53.667,-113.467,2023-01-10T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
588013-f1424ba44be14884b4435bd5ff27023d,588013,null,2023-02-13T09:16:00.000Z,2023-02-13T09:16:52.000Z,7,false,null,false,null,false,false,false,1995-10-08T00:00:00.000Z,M,false,false,canada,hamilton,YHM,43.173,-79.935,2023-02-11T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
597954-4b4ec37344e24bd0bb387fc9183d717f,597954,null,2023-04-22T19:11:00.000Z,2023-04-22T19:11:50.000Z,7,false,null,false,null,false,false,false,1982-12-04T00:00:00.000Z,F,true,false,usa,new york,JFK,40.64,-73.779,2023-02-16T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
629345-f4050591cadc42a9932c6d70fb60664c,629345,null,2023-03-15T19:33:00.000Z,2023-03-15T19:39:09.000Z,50,false,null,false,null,false,false,false,2006-02-04T00:00:00.000Z,F,false,false,usa,new orleans,NBG,29.825,-90.035,2023-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
512835-05a7c16e1ecb4e45ab492550e2294bf2,512835,null,2023-05-02T19:03:00.000Z,2023-05-02T19:03:22.000Z,3,false,null,false,null,false,false,false,1983-07-06T00:00:00.000Z,F,true,false,usa,los angeles,LAX,33.942,-118.408,2023-01-06T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
513138-86a20409bf0644109f71aad03d68a274,513138,null,2023-04-14T08:22:00.000Z,2023-04-14T08:22:59.000Z,8,false,null,false,null,false,false,false,2006-12-04T00:00:00.000Z,F,false,true,usa,seattle,BFI,47.53,-122.302,2023-01-06T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
521211-1be50bcd1b51477cb7329b231f6dbc3b,521211,null,2023-02-16T21:19:00.000Z,2023-02-16T21:20:10.000Z,10,false,null,true,0.2,false,false,false,1998-03-19T00:00:00.000Z,M,false,false,usa,bakersfield,BFL,35.433,-119.057,2023-01-10T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
530810-b8c4587b7a364990b739c1ffb8788d9d,530810,null,2023-02-05T18:13:00.000Z,2023-02-05T18:13:57.000Z,8,false,null,false,null,false,false,false,1984-11-15T00:00:00.000Z,F,true,false,canada,montreal,YMX,45.68,-74.039,2023-01-14T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
560747-69ca0c777dd845c5b3c5576d325361c4,560747,null,2023-02-26T15:19:00.000Z,2023-02-26T15:19:23.000Z,3,false,null,false,null,false,false,false,1981-07-11T00:00:00.000Z,F,true,false,usa,chicago,MDW,41.786,-87.752,2023-01-29T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
575677-b70f1988b577430eaaeafab21ecfecb7,575677,null,2023-02-25T20:07:00.000Z,2023-02-25T20:09:03.000Z,16,false,null,false,null,false,false,false,1980-09-25T00:00:00.000Z,F,true,false,canada,toronto,YYZ,43.677,-79.631,2023-02-05T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
514113-0eaf24652aeb46cf9c7017dbc335f0a3,514113,null,2023-01-06T17:19:00.000Z,2023-01-06T17:20:49.000Z,15,false,null,false,null,false,false,false,2006-06-28T00:00:00.000Z,F,false,true,usa,jacksonville,LRF,34.918,-92.146,2023-01-06T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
523484-505ae48aa3e945eeb13673599de609d7,523484,null,2023-02-02T18:04:00.000Z,2023-02-02T18:04:22.000Z,3,false,null,true,0.1,false,false,false,1982-08-02T00:00:00.000Z,F,false,false,usa,new york,LGA,40.777,-73.872,2023-01-11T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
540226-104203cf9ed241a899978700cb7ebe7d,540226,null,2023-06-03T22:49:00.000Z,2023-06-03T22:49:44.000Z,6,false,null,false,null,false,false,false,1946-09-02T00:00:00.000Z,F,true,false,usa,washington,IAD,38.944,-77.456,2023-01-19T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
555326-c7e0577677934c1eabc15a47c1384254,555326,null,2023-02-11T18:56:00.000Z,2023-02-11T19:02:11.000Z,50,false,null,false,null,false,false,false,1973-03-15T00:00:00.000Z,M,false,false,usa,atlanta,ATL,33.64,-84.427,2023-01-27T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
576712-52d7a1846b6646ba9aefdae96f8efba0,576712,null,2023-02-09T16:07:00.000Z,2023-02-09T16:08:32.000Z,12,false,null,false,null,false,false,false,1954-05-22T00:00:00.000Z,F,false,false,canada,toronto,YKZ,43.862,-79.37,2023-02-06T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
579040-40c4784a509f4c52a670122eddaf86b4,579040,null,2023-02-25T19:18:00.000Z,2023-02-25T19:21:32.000Z,29,false,null,false,null,false,false,false,1977-06-03T00:00:00.000Z,F,true,false,canada,london,YXU,43.036,-81.154,2023-02-07T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
586270-58a6e7f775a2421dbe21306bac284445,586270,null,2023-04-21T11:56:00.000Z,2023-04-21T11:57:16.000Z,10,false,null,false,null,false,false,false,1988-09-12T00:00:00.000Z,F,false,true,usa,boston,BOS,42.364,-71.005,2023-02-10T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
581666-4da26a87b6ed4650b693abc47d983714,581666,null,2023-05-15T19:55:00.000Z,2023-05-15T19:56:17.000Z,10,true,0.15,false,null,false,false,false,1972-05-21T00:00:00.000Z,F,true,false,usa,reno,RNO,39.498,-119.768,2023-02-08T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
592082-07f812cf34c9495fa58901de60df7c8a,592082,null,2023-03-03T13:57:00.000Z,2023-03-03T13:58:37.000Z,13,true,0.1,false,null,false,false,false,1965-05-15T00:00:00.000Z,F,true,false,usa,boston,BOS,42.364,-71.005,2023-02-13T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
558388-b34576a30de34ff2bd793b34f6cd30d1,558388,null,2023-02-12T06:24:00.000Z,2023-02-12T06:26:57.000Z,24,false,null,true,0.1,false,false,false,1984-06-14T00:00:00.000Z,F,true,true,usa,houston,HOU,29.645,-95.279,2023-01-28T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
565935-e79c1cb5e11c4f01ad1931df6c21afd5,565935,null,2023-02-05T20:26:00.000Z,2023-02-05T20:27:22.000Z,11,true,0.05,false,null,false,false,false,1970-09-04T00:00:00.000Z,F,true,false,usa,new york,LGA,40.777,-73.872,2023-02-01T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
582333-975d8f4fb5524774b366348cd16dc190,582333,null,2023-02-10T18:00:00.000Z,2023-02-10T18:03:31.000Z,28,false,null,false,null,false,false,false,1980-11-02T00:00:00.000Z,F,true,false,usa,san antonio,SKF,29.384,-98.581,2023-02-09T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
605096-d0e52b7d4e18435f820b2b049be7d800,605096,null,2023-02-19T21:54:00.000Z,2023-02-19T21:54:31.000Z,4,false,null,false,null,false,false,false,1971-01-20T00:00:00.000Z,M,true,true,usa,dallas,DAL,32.847,-96.852,2023-02-19T00:00:00.000Z,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
